Titulo,Precio,Precio Oferta,Editorial,Descuento,Formato,Autor,URL Libro,Idioma,Pagínas,ISBN,Origen,Encuadernación,Año,Dimen Largo,Dimen Ancho,Genero,Total Reviews,Valoración,Estado,Unidades,Imagen URL
"Mala Guerra, Cristiano",24900,21170,Pehuén Editores S.A.,0.15,Libro Físico,Bustos Azócar Edmundo,https://www.buscalibre.cl/libro-mala-guerra-cristiano/9789561608832/p/55893533,Español,380,9789561608832,Chile,Tapa Blanda,2024,17.00,0.00,"Historia, Política",0,0.0,Libro Nuevo,3,https://images.cdn1.buscalibre.com/fit-in/360x360/0c/1f/0c1f5d42c6282ec5437c56b6b548fcc3.jpg
La maestra rural,18000,12600,Banda Propia,0.30,Libro Físico,Luciano Lamberti,https://www.buscalibre.cl/libro-la-maestra-rural/9789566088301/p/60698873,Español,270,9789566088301,Chile,Tapa Blanda,2024,14.00,0.00,"Ficción, Educativo",0,0.0,Libro Nuevo,10,https://images.cdn2.buscalibre.com/fit-in/360x360/a4/5d/a45d6c394686dd4004235695f1964696.jpg
Al Final Mueren los dos,16900,11830,Puck,0.30,Libro Físico,Adam Silvera,https://www.buscalibre.cl/libro-al-final-mueren-los-dos/9789567042135/p/50183755,Español,345,9789567042135,Chile,Tapa Blanda,2021,13.50,21.00,Ficción infantil y juvenil e historias reales,14,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/cb/f5/cbf5e730f09a52f064ecc6f8eded5e96.jpg
Memento Mori,18900,16070,Diana,0.15,Libro Físico,Matías Reeves,https://www.buscalibre.cl/libro-memento-mori/9789566122487/p/55543850,Español,256,9789566122487,Chile,Tapa Blanda,2023,15.00,23.00,Autoayuda y desarrollo personal,3,4.5,Libro Nuevo,21,https://images.cdn3.buscalibre.com/fit-in/360x360/4a/7e/4a7e89744126453b4bba02af081a720e.jpg
Freeland,18490,15720,Planeta,0.15,Libro Físico,Julio Rojas,https://www.buscalibre.cl/libro-freeland/9789564083698/p/54996263,Español,214,9789564083698,Chile,Tapa Blanda,2023,15.00,23.00,Ciencia ficción,3,5.0,Libro Nuevo,19,https://images.cdn1.buscalibre.com/fit-in/360x360/b6/10/b610c3363c6c000faff09012140720fc.jpg
Vicnix y el Escondite Extremo,18000,15300,Montena,0.15,Libro Físico,Invictor y Acenix,https://www.buscalibre.cl/libro-vicnix-y-el-escondite-extremo/9789566184195/p/54459163,Español,140,9789566184195,Chile,Tapa Blanda,2023,16.00,24.00,Ficción infantil y juvenil: thrillers,0,0.0,Libro Nuevo,25,https://images.cdn1.buscalibre.com/fit-in/360x360/9f/62/9f62f9097dcb0aa430c8eb7ff8c7607f.jpg
Don Elías,16900,14370,Planeta,0.15,Libro Físico,Nelson Osses,https://www.buscalibre.cl/libro-don-elias/9789564082714/p/54454765,Español,218,9789564082714,Chile,Tapa Blanda,2023,15.00,23.00,Fútbol,5,5.0,Libro Nuevo,4,https://images.cdn2.buscalibre.com/fit-in/360x360/9b/49/9b49850aa2677f152b439e445cfb6c5c.jpg
La razón de estar contigo,15000,12750,ROCA EDITORIAL,0.15,Libro Físico,W. Bruce Cameron,https://www.buscalibre.cl/libro-la-razon-de-estar-contigo/9788417968984/p/51943633,Español,176,9788417968984,Chile,Tapa Blanda,2019,22.00,15.00,Ficción moderna y contemporánea; Perros como mascotas,18,5.0,Libro Nuevo,31,https://images.cdn2.buscalibre.com/fit-in/360x360/0b/bd/0bbdde7370471f6c9455ebb02429ff3f.jpg
ABREMENTE FAN 10-11,8990,7640,CATAPULTA EDITORES,0.15,Libro Físico,Catapulta,https://www.buscalibre.cl/libro-abremente-fan-10-11/9789878150208/p/54876508,Español,100,9789878150208,Chile,Tapa Blanda,2023,18.00,7.00,"Entretenimiento, Fandom",0,0.0,Libro Nuevo,11,https://images.cdn1.buscalibre.com/fit-in/360x360/09/1d/091d5eba7eab1bb1efc66faeac9db6a2.jpg
Spreen,16000,9120,Penguin Random House Grupo Editorial,0.43,Libro Físico,Iván Buhaje,https://www.buscalibre.cl/libro-spreen/9789566184423/p/55718506,Español,160,9789566184423,Chile,Tapa Blanda,2023,15.00,23.00,ciencia y tecnología para jóvenes,4,5.0,Libro Nuevo,57,https://images.cdn3.buscalibre.com/fit-in/360x360/29/1e/291efe0e76a0ce7a58f29c7938879e87.jpg
El Club de los Suicidas,7900,7510,Brontes,0.05,Libro Físico,R. L. Stevenson,https://www.buscalibre.cl/libro-el-club-de-los-suicidas/9788416827213/p/53130931,Español,128,9788416827213,Chile,Tapa Blanda,2017,,,"Textos antiguos, clásicos y medievales",0,0.0,Libro Nuevo,2,https://images.cdn3.buscalibre.com/fit-in/360x360/85/cb/85cb06e1d2c745940088dd6b6f31df83.jpg
yo montt,13860,0,vergara,0.00,Libro Físico,cristóbal garcía huidobro,https://www.buscalibre.cl/libro-yo-montt/9789568884000/p/4888291,Español,120,9789568884000,Chile,,2009,,,"Biografía, Historia",0,0.0,Libro Usado,6,https://image.cdn1.buscalibre.com/3371235.__RS360x360__.jpg
La incesante brecha: Políticas culturales y desigualdad en Chile,15000,12750,Ediciones OPC,0.15,Libro Físico,Tomás Peters,https://www.buscalibre.cl/libro-la-incesante-brecha-politicas-culturales-y-desigualdad-en-chile/9789560995308/p/56134764,Español,255,9789560995308,Chile,Tapa Blanda,2023,21.00,0.00,C. 2010-c. 2019; Chile; Ciencias políticas; Estudios culturales; Sociología,0,0.0,Libro Nuevo,4,https://images.cdn1.buscalibre.com/fit-in/360x360/c3/6e/c36e4765985371fc5f548bd3366ec3dd.jpg
PUENTES EN EL TIEMPO: Historia Social y Cultural de Concepción,13000,11050,EDICIONES UCSC,0.15,Libro Físico,"Pedro Valenzuela Reyes, Wilson Lermanda Delgado",https://www.buscalibre.cl/libro-puentes-en-el-tiempo-historia-social-y-cultural-de-concepcion/9789566068730/p/63164252,Español,200,9789566068730,Chile,Tapa Blanda,2024,16.00,23.00,"Historia, Sociología",0,0.0,Libro Nuevo,5,https://images.cdn3.buscalibre.com/fit-in/360x360/2d/a5/2da5e04151687f29edc962cbf47ac9fe.jpg
Sorpresa del Dino,1990,1690,Latinbooks,0.15,Libro Físico,Varios Autores,https://www.buscalibre.cl/libro-sorpresa-del-dino/9789915662503/p/54928950,Español,12,9789915662503,Chile,Tapa Blanda,2023,21.00,28.00,"Bebés de 2 años; Dibujar, colorear y pintar",0,0.0,Libro Nuevo,28,https://images.cdn2.buscalibre.com/fit-in/360x360/d4/63/d4631b7921c8f9085202d4ae3f816bdc.jpg
Leonardo da Vinci (Novela Grafica),7990,6790,Latinbooks,0.15,Libro Físico,Diego Agrimbau,https://www.buscalibre.cl/libro-leonardo-da-vinci-novela-grafica/9789974885349/p/50418143,Español,80,9789974885349,Chile,Tapa Blanda,2018,17.00,26.00,"Cómic y novela gráfica americana y británica; Novela gráfica de adaptaciones literarias; Novela gráfica y cómic de ciencia-ficción; Novela gráfica y cómic de superhéroes y supervillanos; Novela gráfica y cómics de crímenes, misterios y suspense; Novela gráfica y cómics de histórica; Novela gráfica y cómics de terror; Novela gráfica y cómics de westerns; Novela gráfica y cómics inspirados en otras obras; Novela gráfica: historias reales | no ficción",5,5.0,Libro Nuevo,17,https://images.cdn1.buscalibre.com/fit-in/360x360/26/08/26087d7ccdd0bb2f04775ff1277b8b4f.jpg
El segundo sexo,26000,22100,LUMEN,0.15,Libro Físico,Daniel Defoe,https://www.buscalibre.cl/libro-el-segundo-sexo/9788426443830/p/50869756,Español,728,9788426443830,Chile,Tapa Blanda,2018,22.90,15.10,Feministas; Ficción; Inglés,1,5.0,Libro Nuevo,8,https://images.cdn3.buscalibre.com/fit-in/360x360/c3/cf/c3cf73623bb736eaa5a0dd0ece78d0c5.jpg
Nadie lo ha Oido,9500,8080,Oceano / Maeva,0.15,Libro Físico,Mari Jungstedt,https://www.buscalibre.cl/libro-nadie-lo-ha-oido/9786074006025/p/5140010,Español,250,9786074006025,Chile,,2004,,,Terror,4,4.0,Libro Nuevo,9,https://images.cdn2.buscalibre.com/fit-in/360x360/09/e1/09e1512469f82be9d5b6c7f03af94674.jpg
Cómo superar la ansiedad,10900,9270,Booket,0.15,Libro Físico,Enrique Rojas,https://www.buscalibre.cl/libro-como-superar-la-ansiedad/9789878220277/p/54997944,Español,192,9789878220277,Chile,Tapa Blanda,2024,,,Autoayuda y desarrollo personal,0,0.0,Libro Nuevo,31,https://images.cdn3.buscalibre.com/fit-in/360x360/9e/72/9e724740698424f16751f58adb489cbd.jpg
Hasta que Deje de Doler,21900,18620,Planeta,0.15,Libro Físico,Mar Petryk,https://www.buscalibre.cl/libro-hasta-que-deje-de-doler/9789504975960/p/55723988,Español,416,9789504975960,Chile,Tapa Blanda,2023,15.00,0.00,Novela negra,3,5.0,Libro Nuevo,21,https://images.cdn2.buscalibre.com/fit-in/360x360/84/df/84dfef1ebf582dc5523b5f325f76c885.jpg
Federico Cepilla sus Dientes,4990,4240,Latinbooks,0.15,Libro Físico,(Ilus.) Dulfano Carla / Fernandez Luciana,https://www.buscalibre.cl/libro-federico-cepilla-sus-dientes/9789974904101/p/52911382,Español,16,9789974904101,Chile,Tapa Blanda,2020,,,Con ilustraciones para imaginación y juegos,6,4.5,Libro Nuevo,9,https://images.cdn2.buscalibre.com/fit-in/360x360/94/7a/947a2db3100b56018b5e5eaf07aab37b.jpg
Deidad,16900,14370,Ediciones Kiwi,0.15,Libro Físico,Jennifer L. Armentrout,https://www.buscalibre.cl/libro-deidad/9788494134852/p/37366202,Español,400,9788494134852,Chile,Tapa Blanda,2013,14.00,22.00,Ficción infantil y juvenil: general; Ficción moderna y contemporánea; Inglés,14,5.0,Libro Nuevo,13,https://images.cdn1.buscalibre.com/fit-in/360x360/15/82/158299a410433b85a0872f43d2b5f8b6.jpg
La Sabiduría de los Lobos,23900,20320,Ediciones Urano S.A.,0.15,Libro Físico,Elli H. Radinger,https://www.buscalibre.cl/libro-la-sabiduria-de-los-lobos/9789566196532/p/55288016,Español,312,9789566196532,Chile,Tapa Blanda,2023,21.20,13.50,"Superación, Desarrollo Personal",2,5.0,Libro Nuevo,24,https://images.cdn2.buscalibre.com/fit-in/360x360/16/8d/168d8f4161094cc9df288e856b16504f.jpg
Foucault en California,16000,13600,Blackie Books,0.15,Libro Físico,Simeon Wade,https://www.buscalibre.cl/libro-foucault-en-california/9788410025417/p/56514771,Español,160,9788410025417,Chile,Tapa Blanda,2024,14.00,21.00,Novelas históricas alternativas,0,0.0,Libro Nuevo,51,https://images.cdn3.buscalibre.com/fit-in/360x360/5f/bd/5fbdb7d1afd7d3b7b59f1c76a1d3c870.jpg
Río Abajo,15990,13590,Zig-Zag,0.15,Libro Físico,Magnus Weightman,https://www.buscalibre.cl/libro-rio-abajo/9789561236639/p/54359895,Español,32,9789561236639,Chile,Tapa Dura,2022,32.00,23.00,Con ilustraciones de historias para dormir y soñar; Con ilustraciones de personajes; Con ilustraciones para bebés; Con ilustraciones para imaginación y juegos; Con ilustraciones para niños y adolescentes; Libros de regalo; Libros infantiles para regalo; Preescolar y educación infantil,2,5.0,Libro Nuevo,37,https://images.cdn3.buscalibre.com/fit-in/360x360/7c/f3/7cf3098db3056cb887614575904b0c1c.jpg
Cuentos Secretos de la Historia de Chile,7790,6620,Zig-Zag,0.15,Libro Físico,"Ana Balcells, Jacqueline;&Nbsp;Guiraldes",https://www.buscalibre.cl/libro-cuentos-secretos-de-la-historia-de-chile/9789561230019/p/48045002,Español,96,9789561230019,Chile,Tapa Blanda,2013,,,Chile; Cuentos populares; Historia de la humanidad,6,4.0,Libro Nuevo,4,https://images.cdn1.buscalibre.com/fit-in/360x360/22/b7/22b7fcad526ed0f2248fb49bc08fedd9.jpg
"Adivinemos, Adivinemos (en Inglés)",8990,7640,Zig-Zag S.A.,0.15,Libro Físico,Cecilia Beuchat,https://www.buscalibre.cl/libro-adivinemos-adivinemos/9789561236790/p/54650610,Inglés,80,9789561236790,Chile,Tapa Blanda,2023,20.00,0.00,"Chistes y adivinanzas; Pasatiempos, adivinanzas y juegos; Rimas y juegos de palabras",0,0.0,Libro Nuevo,9,https://images.cdn2.buscalibre.com/fit-in/360x360/3f/e6/3fe699314d28ca09ba8b6f665e06617c.jpg
Demian,7790,6620,Zig-Zag,0.15,Libro Físico,Hermann Hesse,https://www.buscalibre.cl/libro-demian/9789561230156/p/48045009,Español,152,9789561230156,Chile,Tapa Blanda,1992,,,Ficción moderna y contemporánea,8,4.5,Libro Nuevo,26,https://images.cdn1.buscalibre.com/fit-in/360x360/fb/4d/fb4d268dfbf12b752ee2dc0cd26d27be.jpg
Corazón,7790,6620,Zig-Zag,0.15,Libro Físico,Edmundo De Amicis,https://www.buscalibre.cl/libro-corazon/9789561234246/p/52986429,Español,176,9789561234246,Chile,Tapa Blanda,1886,,,Ficción infantil y juvenil e historias reales; Literatura juvenil; Novela gráfica de adaptaciones literarias; Novela gráfica y cómics de histórica; Novela gráfica y cómics de para adultos; Novela gráfica y cómics de vida escolar o universitaria; Novela gráfica y cómics inspirados en otras obras; Novelas de amor; Novelas gráficas europeas; Novelas históricas alternativas; Novelas sobre estilos de vida contemporáneos; Novelas sobre la vida en familia,2,5.0,Libro Nuevo,7,https://images.cdn2.buscalibre.com/fit-in/360x360/50/c5/50c5dffbd7ca88fc26a1b88815989801.jpg
"5 Consejos Para Potenciar la Inteligencia - Rojas, enr",11900,10120,Booket,0.15,Libro Físico,Enrique Rojas,https://www.buscalibre.cl/libro-5-consejos-para-potenciar-la-inteligencia-rojas-enr/9789878220284/p/54997943,Español,288,9789878220284,Chile,Tapa Blanda,2023,12.50,19.00,Autoayuda y desarrollo personal,0,0.0,Libro Nuevo,29,https://images.cdn3.buscalibre.com/fit-in/360x360/52/99/529973cfaeb2f80a57d8dcc5d34b7644.jpg
Ensayos Bonsai,15500,4650,Emece,0.70,Libro Físico,"Casas, Fabian",https://www.buscalibre.cl/libro-ensayos-bonsai/9789500429634/p/3653993,Español,230,9789500429634,Chile,Tapa Blanda,2007,,,Sociedad y cultura general,0,0.0,Libro Nuevo,3,https://images.cdn1.buscalibre.com/fit-in/360x360/5b/06/5b0624732a9c5fd7fee6e8ab270537a8.jpg
Los Miserables,7990,6790,Latinbooks,0.15,Libro Físico,Victor Hugo,https://www.buscalibre.cl/libro-los-miserables/9789871208593/p/46419958,Español,80,9789871208593,Chile,Tapa Blanda,2013,,,Cómics; Ficción infantil y juvenil: aventuras e historias interactivas; Ficción infantil y juvenil: general; Ficción infantil y juvenil: histórica; Infantil y juvenil; Niños de 10 años; Niños de 11 años; Novela gráfica y cómics de acción y aventura,5,4.0,Libro Nuevo,14,https://images.cdn3.buscalibre.com/fit-in/360x360/92/e1/92e1aa0baaea187a439a6888facc80df.jpg
La vida toda,18800,15980,Editorial Bogavantes,0.15,Libro Físico,Pablo Ayenao,https://www.buscalibre.cl/libro-la-vida-toda/9789566209119/p/55939117,Español,180,9789566209119,Chile,Tapa Blanda,2023,21.00,0.00,"Ficción, Contemporánea",1,5.0,Libro Nuevo,7,https://images.cdn2.buscalibre.com/fit-in/360x360/ad/53/ad5372f3682b49a3b02453275a842ed6.jpg
Poeticas del Caminar,12000,8400,Alquimia Ediciones,0.30,Libro Físico,David Thoreau Henry,https://www.buscalibre.cl/libro-poeticas-del-caminar/9789569974557/p/52873219,Español,86,9789569974557,Chile,Tapa Blanda,2020,,,Ensayo,2,3.0,Libro Nuevo,4,https://images.cdn2.buscalibre.com/fit-in/360x360/be/20/be20f436b9d7e0123b1d383cce2d1ec2.jpg
"Malala, la Nina Que Queria ir a la Escuela",8990,7640,Lectorum Publications Inc,0.15,Libro Físico,Adriana Carranca,https://www.buscalibre.cl/libro-malala-la-nina-que-queria-ir-a-la-escuela/9789877472455/p/48104473,Español,96,9789877472455,Chile,Tapa Blanda,2017,22.40,15.70,Cuestiones sociales; Fuentes de información para niños; Literatura femenina juvenil; Literatura juvenil: biografías y autobiografías,13,5.0,Libro Nuevo,9,https://images.cdn2.buscalibre.com/fit-in/360x360/62/ca/62ca7607d4da7d6410075eebb2046b2a.jpg
Todo Fluye,19000,16150,Batiscafo,0.15,Libro Físico,Vasili Grossman,https://www.buscalibre.cl/libro-todo-fluye/9788419392589/p/55000285,Español,280,9788419392589,Chile,Tapa Blanda,2023,20.80,14.00,Ficción histórica,0,0.0,Libro Nuevo,5,https://images.cdn3.buscalibre.com/fit-in/360x360/bf/d5/bfd58e912d12254590f72cbc7a999483.jpg
La Caída de Los Gigantes / Fall of Giants,19000,16150,Debolsillo,0.15,Libro Físico,Ken Follett,https://www.buscalibre.cl/libro-la-caida-de-los-gigantes-fall-of-giants/9788499899800/p/17946981,Español,1024,9788499899800,Chile,Tapa Blanda,2020,19.00,12.60,"Ficción histórica; Ficción moderna y contemporánea; Grupos étnicos, indígenas, culturas y tribus; Inglés; Primera guerra mundial; Sagas generacionales",24,4.5,Libro Nuevo,5,https://images.cdn2.buscalibre.com/fit-in/360x360/0e/5e/0e5e8b1783a9ab32f40fe59c2b373998.jpg
In Memoriam,27900,23720,Plata,0.15,Libro Físico,Alice Winn,https://www.buscalibre.cl/libro-in-memoriam/9788492919468/p/55924518,Español,480,9788492919468,Chile,Tapa Blanda,2024,13.00,0.00,"Poesía, Lamento",2,5.0,Libro Nuevo,27,https://images.cdn3.buscalibre.com/fit-in/360x360/9b/7e/9b7eb47177d7d545c5bc83da5995ef7a.jpg
MUJERCITAS,12590,5670,Editorial Alma,0.55,Libro Físico,Carmen Gil,https://www.buscalibre.cl/libro-mujercitas/9788418395055/p/53177451,Español,24,9788418395055,Chile,Tapa Dura,2021,,,Ficción infantil y juvenil: clásica; Niños de 3 años; Para bebés menes de 36 meses,1,5.0,Libro Nuevo,8,https://images.cdn2.buscalibre.com/fit-in/360x360/de/3c/de3cc0d506e9181c0bfcf2484b44f591.jpg
Antología de Relatos Románticos Apasionados,20190,9090,Editorial Alma,0.55,Libro Físico,Anton Pavlovich Chejov,https://www.buscalibre.cl/libro-antologia-de-relatos-romanticos-apasionados/9788417430955/p/53294375,Español,320,9788417430955,Chile,Tapa Dura,2021,21.80,16.20,Antologías; Ficción clásica; Novelas de amor,4,4.5,Libro Nuevo,36,https://images.cdn1.buscalibre.com/fit-in/360x360/00/70/00705a7b16b11b95ccc0e849ccb1c8a9.jpg
Persuasión,18990,16140,Editorial Alma,0.15,Libro Físico,Jane Austen,https://www.buscalibre.cl/libro-persuasion/9788417430641/p/52018624,Español,256,9788417430641,Chile,Tapa Dura,2019,20.80,15.20,Ficción clásica; Novelas de amor históricas,37,5.0,Libro Nuevo,9,https://images.cdn2.buscalibre.com/fit-in/360x360/67/50/67506f52061e2746c0b6b40b5dfebdba.jpg
Africanus. Novela Gráfica (Spanish Edition) / Africanus. Graphic Novel (Spanish Edition),21000,17850,Ediciones B,0.15,Libro Físico,Santiago Posteguillo,https://www.buscalibre.cl/libro-africanus-novela-grafica-spanish-edition-africanus-graphic-novel-spanish-edition/9788466669863/p/53971140,Español,128,9788466669863,Chile,Tapa Dura,2023,24.80,19.80,Aventura histórica; Novela gráfica y cómics de histórica; Novelas de aventuras militares,6,4.5,Libro Nuevo,43,https://images.cdn2.buscalibre.com/fit-in/360x360/e0/be/e0be4de457952118fe20273162fce165.jpg
Dibujando el Cosmos,17900,15220,Planeta,0.15,Libro Físico,José María Maza Sancho,https://www.buscalibre.cl/libro-dibujando-el-cosmos/9789563609530/p/53516009,Español,132,9789563609530,Chile,Tapa Blanda,2021,,,Astronomía popular y el espacio; Cosmología y el universo,28,5.0,Libro Nuevo,33,https://images.cdn1.buscalibre.com/fit-in/360x360/cf/88/cf8867d6755c4053f777fe8005a6eaa0.jpg
Ciudad de las Nubes,22000,18700,Suma De Letras,0.15,Libro Físico,Anthony Doerr,https://www.buscalibre.cl/libro-ciudad-de-las-nubes/9789569585906/p/53687125,Bilingüe,688,9789569585906,Chile,Tapa Blanda,2021,15.00,23.00,"Ciencia Ficción, Aventura",1,5.0,Libro Nuevo,4,https://images.cdn3.buscalibre.com/fit-in/360x360/c3/12/c312d344c962876bb934bc63be782d2a.jpg
"Razon de Estar Contigo, La. La Historia de Ellie",15000,12750,Roca Editorial,0.15,Libro Físico,W. Bruce Cameron,https://www.buscalibre.cl/libro-razon-de-estar-contigo-la-la-historia-de-ellie/9788417167066/p/50863694,Español,176,9788417167066,Chile,Tapa Dura,2018,21.70,14.70,Aventuras de ficción; Ficción moderna y contemporánea; Perros como mascotas,6,3.5,Libro Nuevo,21,https://images.cdn3.buscalibre.com/fit-in/360x360/91/52/9152c07c22c66b73153931d47e14aa57.jpg
Caminos de Utopia,9900,8420,Fondo De Cultura Económica,0.15,Libro Físico,Martin Buber,https://www.buscalibre.cl/libro-caminos-de-utopia/9789681600426/p/1034339,Español,204,9789681600426,Chile,Tapa Blanda,2006,,,Filosofía,2,5.0,Libro Nuevo,3,https://images.cdn1.buscalibre.com/fit-in/360x360/32/2a/322a143bc960b53cc5ac3c421bcb5aea.jpg
Ampliaciaon del Campo de Batalla,12000,10200,Editorial Anagrama,0.15,Libro Físico,Michel Houellebecq,https://www.buscalibre.cl/libro-ampliaciaon-del-campo-de-batalla/9788433966902/p/1027290,Español,176,9788433966902,Chile,Tapa Blanda,2018,20.30,13.50,Ficción moderna y contemporánea; Francés,5,5.0,Libro Nuevo,6,https://images.cdn1.buscalibre.com/fit-in/360x360/50/f7/50f71561cab5629bb63b38e4c3a86505.jpg
Introduccion a la Pnl -Ed.Revisada- Vintage,21900,18620,Ediciones Urano,0.15,Libro Físico,Joseph O'Connor,https://www.buscalibre.cl/libro-introduccion-a-la-pnl-ed-revisada-vintage/9788417694531/p/53954846,Español,368,9788417694531,Chile,Tapa Blanda,2022,22.20,14.80,Pnl: programación neurolingüística,0,0.0,Libro Nuevo,25,https://images.cdn3.buscalibre.com/fit-in/360x360/8a/74/8a74a43c6b0a860d63121e42a7bf3352.jpg
Yerba Buena,17900,12530,Ediciones Urano,0.30,Libro Físico,Nina LaCour,https://www.buscalibre.cl/libro-yerba-buena/9788416517633/p/53980902,Español,254,9788416517633,Chile,Tapa Blanda,2022,24.10,15.70,Ficción moderna y contemporánea; Lesbianas; Novelas de amor,0,0.0,Libro Nuevo,19,https://images.cdn3.buscalibre.com/fit-in/360x360/50/e1/50e16f3297af533b5e88f9ed731112af.jpg
Agua: Una Biografía,39900,33920,Atico De Los Libros,0.15,Libro Físico,Giulio Boccaletti,https://www.buscalibre.cl/libro-agua-una-biografia/9788418217555/p/53989584,Español,512,9788418217555,Chile,Tapa Dura,2022,,,Historia de la humanidad,2,4.5,Libro Nuevo,2,https://images.cdn2.buscalibre.com/fit-in/360x360/82/80/82804ca03f35a686bb2ce58d1268da41.jpg
