Titulo,Precio,Precio Oferta,Editorial,Descuento,Formato,Autor,URL Libro,Idioma,Pagínas,ISBN,Origen,Encuadernación,Año,Dimen Largo,Dimen Ancho,Genero,Total Reviews,Valoración,Estado,Unidades,Imagen URL
"Cancion de Las Hermanas, La",21900,18620,Urano,0.15,Libro Físico,Rebecca Ross,https://www.buscalibre.cl/libro-cancion-de-las-hermanas-la/9788417854164/p/53333981,Español,448,9788417854164,Chile,Tapa Blanda,2021,21.10,13.20,Ficción infantil  -  ficción juvenil: fantasía,1,5.0,Libro Nuevo,64,https://images.cdn3.buscalibre.com/fit-in/360x360/5d/4c/5d4c79948a748eaae3c51c8da0ee54e1.jpg
Solo Leveling 9,45220,22610,"Norma Editorial, S.A.",0.50,Libro Físico,Chugong,https://www.buscalibre.cl/libro-solo-leveling-9/9788467968330/p/62003411,Español,312,9788467968330,Chile,Tapa Blanda,2024,,,"Manga, Acción",1,5.0,Libro Nuevo,13,https://images.cdn2.buscalibre.com/fit-in/360x360/ca/45/ca45361f3aacb94990270928399a4831.jpg
Fable,16900,11830,Ediciones Urano,0.30,Libro Físico,Adrienne Young,https://www.buscalibre.cl/libro-fable/9788417854348/p/53954843,Español,346,9788417854348,Chile,Tapa Blanda,2022,20.30,12.70,Ficción infantil  -  ficción juvenil: fantasía,5,5.0,Libro Nuevo,28,https://images.cdn3.buscalibre.com/fit-in/360x360/99/1b/991b61b777930adf8fb488ecc5fd1512.jpg
La Mujer que soy,19000,16150,Penguin Random House Grupo Editorial,0.15,Libro Físico,Britney Spears,https://www.buscalibre.cl/libro-la-mujer-que-soy/9789566129578/p/55706243,Español,300,9789566129578,Chile,Tapa Blanda,2023,21.00,0.00,Actores y artistas; Historias reales; Memorias bibliográficas,18,5.0,Libro Nuevo,43,https://images.cdn1.buscalibre.com/fit-in/360x360/d2/ae/d2aebc204783107b162198290118bee9.jpg
Plantas y Árboles de los Bosques de Chile,78800,66980,Editorial Contrapunto Ltda.,0.15,Libro Físico,"Gardner, Martinhechenleitner Vega, Paulinahepp Castillo, Josefina",https://www.buscalibre.cl/libro-plantas-y-arboles-de-los-bosques-de-chile/9789562573788/p/54357233,Español,202,9789562573788,Chile,Tapa Dura,2022,,,Botánica y ciencias de las plantas; Horticultura de flores y plantas ornamentales,1,5.0,Libro Nuevo,2,https://images.cdn2.buscalibre.com/fit-in/360x360/1c/5c/1c5c06ec8c5941a78a10768fdf38edbc.jpg
SOMBRAS DE IDENTIDAD (WAX & WAYNE 2),23000,19550,NOVA,0.15,Libro Físico,Brandon Sanderson,https://www.buscalibre.cl/libro-sombras-de-identidad-wax-wayne-2/9788419260291/p/56143033,Español,440,9788419260291,Chile,Tapa Blanda,2024,,,Apocalíptica y postapocalíptica; Ficción sobre distopías y utopías,0,0.0,Libro Nuevo,66,https://images.cdn1.buscalibre.com/fit-in/360x360/16/72/1672e47fad63cfba455c7279cb7ea2a8.jpg
BLUE LOCK N§ 10,7900,5930,Planeta De Agostini,0.25,Libro Físico,Muneyuki Kaneshiro,https://www.buscalibre.cl/libro-blue-lock-n-10/9788411402477/p/54456300,Español,200,9788411402477,Chile,Tapa Blanda,2023,17.70,11.10,Manga: shonen,0,0.0,Libro Nuevo,56,https://images.cdn2.buscalibre.com/fit-in/360x360/cb/b9/cbb93da5fcfd2c70157ed7dfc5e03cbd.jpg
El Rumor,20000,17000,Alfaguara,0.15,Libro Físico,Ashley Audrain,https://www.buscalibre.cl/libro-el-rumor/9788420476698/p/55778955,Español,336,9788420476698,Chile,Tapa Blanda,2024,24.00,15.00,"Suspenso, Thriller",0,0.0,Libro Nuevo,26,https://images.cdn2.buscalibre.com/fit-in/360x360/5e/da/5eda1b313609979492168565e9cfc905.jpg
Las vírgenes suicidas,15000,12470,Anagrama,0.17,Libro Físico,Jeffrey Eugenides,https://www.buscalibre.cl/libro-las-virgenes-suicidas/9788433966827/p/1027402,Español,256,9788433966827,Chile,Tapa Blanda,2018,20.50,13.50,Ficción moderna y contemporánea; Inglés,13,5.0,Libro Nuevo,58,https://images.cdn2.buscalibre.com/fit-in/360x360/46/2c/462c8e48e3bdca083efb5d3c33573024.jpg
"Sociedad del Desconocimiento, La",19000,16150,Batiscafo,0.15,Libro Físico,Daniel Innerarity,https://www.buscalibre.cl/libro-sociedad-del-desconocimiento-la/9788418807916/p/53996332,Español,256,9788418807916,Chile,Tapa Dura,2022,21.00,13.20,Filosofía,1,4.0,Libro Nuevo,17,https://images.cdn3.buscalibre.com/fit-in/360x360/18/6c/186c6338f2603ba1d82f13db721296f8.jpg
No Soy Un Robot,25000,21250,Editorial Anagrama,0.15,Libro Físico,Juan Villoro,https://www.buscalibre.cl/libro-no-soy-un-robot/9788433924292/p/56848920,Español,320,9788433924292,Chile,Tapa Blanda,2018,,,Sociedad y cultura general,0,0.0,Libro Nuevo,17,https://images.cdn3.buscalibre.com/fit-in/360x360/46/08/4608b302983ac1ebbc9401ed29995ab3.jpg
"Querida Violeta. Por ti, por mi, por Todas",15000,12750,Montena,0.15,Libro Físico,Nerea De Ugarte López,https://www.buscalibre.cl/libro-querida-violeta-por-ti-por-mi-por-todas/9789566026600/p/53164242,Español,224,9789566026600,Chile,Tapa Blanda,2021,,,Feministas,56,5.0,Libro Nuevo,8,https://images.cdn3.buscalibre.com/fit-in/360x360/84/73/84733640eab769e4db87ba2b902741f4.jpg
Lugares que Hablan,17900,5370,Planeta,0.70,Libro Físico,Francisco Saavedra,https://www.buscalibre.cl/libro-lugares-que-hablan/9789563604146/p/49134681,Español,184,9789563604146,Chile,Tapa Blanda,2014,23.00,17.00,Viajes y vacaciones,64,5.0,Libro Nuevo,28,https://images.cdn1.buscalibre.com/fit-in/360x360/ab/b7/abb7a3b6daede9c83200949b1886ea7e.jpg
"Mentalidades Matemáticas: Cómo Liberar el Potencial de los Estudiantes Mediante las Matemáticas Creativas, Mensajes Inspiradores y una Enseñanza Innovadora",27800,23630,Sirio,0.15,Libro Físico,Jo Boaler,https://www.buscalibre.cl/libro-mentalidades-matematicas-como-liberar-el-potencial-de-los-estudiantes-mediante-las-matematicas-creativas-mensajes-inspiradores-y-una-ensenanza-innovadora/9788418000492/p/52968510,Español,392,9788418000492,Chile,Tapa Blanda,2022,,,Matemáticas; Psicología de la educación,2,5.0,Libro Nuevo,8,https://images.cdn3.buscalibre.com/fit-in/360x360/72/d9/72d9547eab6d669e3428a117a3f13a5e.jpg
Escuela de Esgrima 5,15900,13520,Ediciones Urano,0.15,Libro Físico,Joana Lafuente,https://www.buscalibre.cl/libro-escuela-de-esgrima-5/9788418712128/p/54380698,Español,112,9788418712128,Chile,Tapa Blanda,2022,25.70,16.50,Cómic y novela gráfica americana y británica; Ficción infantil y juvenil: general,3,5.0,Libro Nuevo,34,https://images.cdn2.buscalibre.com/fit-in/360x360/df/f0/dff0c4cfc82a4ac5aa5160160fbaebae.jpg
Eros,14900,12670,Urano,0.15,Libro Físico,Miguel Ruiz,https://www.buscalibre.cl/libro-eros/9788417694241/p/53597677,Español,160,9788417694241,Chile,Tapa Blanda,2021,,,"Derecho, ciudadanía y derechos para legos",0,0.0,Libro Nuevo,4,https://images.cdn3.buscalibre.com/fit-in/360x360/d7/d1/d7d17791460846d72ea839e1f765103d.jpg
Diario de Nikki 3: Una Estrella del pop muy Poco Brillante,17000,14450,Molino,0.15,Libro Físico,Rachel Renee Russell,https://www.buscalibre.cl/libro-diario-de-nikki-3-una-estrella-del-pop-muy-poco-brillante/9789878120287/p/53807649,Español,320,9789878120287,Chile,Tapa Blanda,2021,21.00,13.50,Cuestiones sobre amigos y amistad; Cuestiones sobre relaciones romances y amor; Ficción infantil y juvenil: comedia; Ficción infantil y juvenil: escolar,2,5.0,Libro Nuevo,13,https://images.cdn2.buscalibre.com/fit-in/360x360/20/50/2050a91bc65f059d3a2d7c9e74b6f054.jpg
Tao Te Ching,9500,8080,Edaf Antillas,0.15,Libro Físico,"Tse, Lao",https://www.buscalibre.cl/libro-tao-te-ching/9788441438163/p/50198767,Español,112,9788441438163,Chile,Tapa Blanda,2018,20.80,13.20,Antologías; Confucianismo; Filosofía de asia y de la india; Taoísmo,2,4.5,Libro Nuevo,3,https://images.cdn3.buscalibre.com/fit-in/360x360/33/88/33884ae20c27b61af1fdd1d4116ffa6b.jpg
Harry Potter y el cáliz de fuego (Harry Potter 4),23000,19550,SALAMANDRA INFANTIL Y JUVENIL,0.15,Libro Físico,J. K. Rowling,https://www.buscalibre.cl/libro-harry-potter-y-el-caliz-de-fuego-harry-potter-4/9789878000213/p/52876294,Español,672,9789878000213,Chile,Tapa Blanda,2020,22.00,13.50,"Brujas, magos y hechiceros; Ficción infantil  -  ficción juvenil: realismo mágico; Ficción infantil y juvenil: acción y aventuras; Ficción infantil y juvenil: clásica",12,5.0,Libro Nuevo,5,https://images.cdn1.buscalibre.com/fit-in/360x360/0c/ee/0ceed7a04df1f7de272e58523bbea7a8.jpg
Orgullo Prejuicio tú y yo,17000,14450,Nube De Tinta,0.15,Libro Físico,Rachael Lippincott,https://www.buscalibre.cl/libro-orgullo-prejuicio-tu-y-yo/9789585396449/p/55725344,Español,320,9789585396449,Chile,Tapa Blanda,2023,,,Ficción infantil y juvenil: general,4,5.0,Libro Nuevo,54,https://images.cdn1.buscalibre.com/fit-in/360x360/30/54/3054ff771454526e4b0a50f020e84cd6.jpg
"Amor Es Para Perdedores, El",20900,17770,Ediciones Urano,0.15,Libro Físico,Wibke Brueggemann,https://www.buscalibre.cl/libro-amor-es-para-perdedores-el/9788417854676/p/54307484,Español,384,9788417854676,Chile,Tapa Blanda,2022,21.00,13.20,Cuestiones sobre lgtbq+; Ficción infantil y juvenil: general; Personas lgbtq+,0,0.0,Libro Nuevo,30,https://images.cdn2.buscalibre.com/fit-in/360x360/66/48/6648f6ca114ed9cadb22b99e6ab442e2.jpg
Leviatan,14900,6710,Planeta Cómic,0.55,Libro Físico,Martin Caceres,https://www.buscalibre.cl/libro-leviatan/9789569994319/p/52388776,Español,122,9789569994319,Chile,Tapa Blanda,2019,16.00,23.00,Cómics,5,5.0,Libro Nuevo,12,https://images.cdn2.buscalibre.com/fit-in/360x360/de/10/de103e926fa6a77332b9a00d0301f4f3.jpg
Atlas de Curiosidades (Nueva Edicion),23000,19550,Dk,0.15,Libro Físico,Dk,https://www.buscalibre.cl/libro-atlas-de-curiosidades-nueva-edicion/9780241559697/p/53970859,Español,192,9780241559697,Chile,Tapa Dura,2022,30.80,26.00,Junglas y bosques tropicales para jóvenes; Mares y océanos para jóvenes,0,0.0,Libro Nuevo,4,https://statics.cdn1.buscalibre.com/no_image/ni10.__RS360x360__.jpg
Morir con Cero,21800,18530,Obelisco,0.15,Libro Físico,Bill Perkins,https://www.buscalibre.cl/libro-morir-con-cero/9788491118749/p/54200963,Español,216,9788491118749,Chile,Tapa Blanda,2020,23.10,15.60,Contabilidad de gestión; Finanzas personales,1,5.0,Libro Nuevo,8,https://images.cdn1.buscalibre.com/fit-in/360x360/e5/12/e5127079379fcee6fea2e5e0aaf8c4a0.jpg
Correspondencia Desde el fin del Universo 3,14900,12670,Kitsune Books,0.15,Libro Físico,Menota,https://www.buscalibre.cl/libro-correspondencia-desde-el-fin-del-universo-3/9788418524691/p/55673527,Español,208,9788418524691,Chile,Tapa Dura,2022,,,Ciencia Ficción,0,0.0,Libro Nuevo,29,https://images.cdn3.buscalibre.com/fit-in/360x360/e2/8c/e28c8d512c46da1bbeb6bd2bf8848963.jpg
Relatos de Vampiros,20190,17160,Editorial Alma,0.15,Libro Físico,Bram Stoker,https://www.buscalibre.cl/libro-relatos-de-vampiros/9788418008948/p/53616904,Español,320,9788418008948,Chile,Tapa Dura,2021,,,"Ciencia ficción, fantasía y terror; Vampiros y metamorfos",23,5.0,Libro Nuevo,14,https://images.cdn3.buscalibre.com/fit-in/360x360/07/c6/07c6a553ac50a7819a35b1783ecdb205.jpg
Frankenstein,11290,9600,Editorial Alma,0.15,Libro Físico,Mary Shelley,https://www.buscalibre.cl/libro-frankenstein/9788418008511/p/52348108,Español,256,9788418008511,Chile,Tapa Blanda,2020,18.80,12.40,Ficción clásica; Terror y sobrenatural,9,5.0,Libro Nuevo,13,https://images.cdn2.buscalibre.com/fit-in/360x360/7b/41/7b416e7a5a4c5899d8bfba169be41fa3.jpg
Herbarium. Las Flores de Gideon,11900,10120,Ediciones Urano,0.15,Libro Físico,Anna Casanovas,https://www.buscalibre.cl/libro-herbarium-las-flores-de-gideon/9788416622870/p/54194522,Español,512,9788416622870,Chile,Tapa Blanda,2022,19.00,12.80,Novelas de amor contemporáneo; Realismo mágico,1,5.0,Libro Nuevo,9,https://images.cdn2.buscalibre.com/fit-in/360x360/9c/59/9c59b85030e37a3110f74fad451fc363.jpg
El Perro de Los Baskerville,16390,7380,Editorial Alma,0.55,Libro Físico,Arthur Conan Doyle,https://www.buscalibre.cl/libro-el-perro-de-los-baskerville/9788415618775/p/49692817,Español,192,9788415618775,Chile,Tapa Dura,2018,21.60,16.00,Ficción clásica,28,5.0,Libro Nuevo,30,https://images.cdn1.buscalibre.com/fit-in/360x360/88/c6/88c62d08e5c9a3abf5d9302f98b3be75.jpg
Brujeria Verde,18800,15980,Editorial Sirio,0.15,Libro Físico,Paige Vanderbeck,https://www.buscalibre.cl/libro-brujeria-verde/9788418531071/p/53165161,Español,220,9788418531071,Chile,Tapa Blanda,2021,20.60,13.50,"Brujería; Brujería y wicca; Magia, alquimia y pensamiento hermético; Magia, encantamientos y alquimia",19,5.0,Libro Nuevo,11,https://images.cdn3.buscalibre.com/fit-in/360x360/f1/f6/f1f6349fc0044160a6d6fbf4bbf6b9d0.jpg
Jovenes Rebeldes: 25 Adolescentes que Estan Cambiando el Mundo,37760,18880,Rba Libros,0.50,Libro Físico,Benjamin Knödler,https://www.buscalibre.cl/libro-jovenes-rebeldes-25-adolescentes-que-estan-cambiando-el-mundo/9788491876663/p/53072345,Español,192,9788491876663,México,Tapa Dura,2020,,,Ficción infantil y juvenil e historias reales; Infantil y juvenil,0,0.0,Libro Nuevo,42,https://images.cdn1.buscalibre.com/fit-in/360x360/3e/f3/3ef304d5f93073456821368057acd7b0.jpg
La Revolución Blockchain,24900,21170,Deusto,0.15,Libro Físico,Don Tapscott,https://www.buscalibre.cl/libro-la-revolucion-blockchain/9788423426553/p/48063259,Español,528,9788423426553,Chile,Tapa Blanda,2017,23.00,15.00,Innovación empresarial; Técnicas de gestión empresarial,0,0.0,Libro Nuevo,4,https://images.cdn2.buscalibre.com/fit-in/360x360/88/58/8858a86df62ec792852c7369ee22a77e.jpg
La Meta - Edición 30 Aniversario: Un proceso de mejora continua,39890,33910,"Ediciones Granica, S.A.",0.15,Libro Físico,Eliyahu M. Goldratt,https://www.buscalibre.cl/libro-la-meta-edicion-30-aniversario-un-proceso-de-mejora-continua/9789506418069/p/46419935,Español,512,9789506418069,Chile,Tapa Blanda,2014,22.90,15.20,Distribución mayorista e industria minorista; Estrategia empresarial; Ficción; Técnicas de gestión empresarial,9,5.0,Libro Nuevo,35,https://images.cdn1.buscalibre.com/fit-in/360x360/c0/9d/c09dd10522d51024a545e6114e7c02f6.jpg
Tarot Para Principiantes,29800,25330,Librero,0.15,Libro Físico,Juliette Sharman Burke,https://www.buscalibre.cl/libro-tarot-para-principiantes/9789463596275/p/54458830,Español,192,9789463596275,Chile,Tapa Dura,2022,12.00,18.00,Tarot,3,5.0,Libro Nuevo,7,https://images.cdn1.buscalibre.com/fit-in/360x360/5f/d3/5fd30f61484e6c8099f1dfc831902ecf.jpg
Marginales y Marginados. Ensayo Autobiografico,18800,15980,Ediciones UC,0.15,Libro Físico,Gastón Soublette,https://www.buscalibre.cl/libro-marginales-y-marginados-ensayo-autobiografico/9789561428607/p/53635830,Español,272,9789561428607,Chile,Tapa Blanda,2021,15.00,23.00,Autobiografías de filósofos; Cuestiones sociales; Filosofía social y política; Ideologías y movimientos políticos; Manuales de ciudadanía y educación social; Sociedad y cultura general; Teoría de la educación,1,5.0,Libro Nuevo,6,https://images.cdn3.buscalibre.com/fit-in/360x360/75/51/75512b1f7a0ce448387378138fa7aae7.jpg
De Quién es Chile,22490,19120,Editorial Catalonia Ltda.,0.15,Libro Físico,Alberto Arellano,https://www.buscalibre.cl/libro-de-quien-es-chile/9789564150093/p/54629717,Español,312,9789564150093,Chile,Tapa Blanda,2023,23.00,0.00,"Adquisición de sociedades; Grupos sociales e identidades; Sociedades, empresas y corporaciones internacionales; Sociología",1,5.0,Libro Nuevo,13,https://images.cdn3.buscalibre.com/fit-in/360x360/c6/44/c6440d9b5c407df752b437609d45c4dd.jpg
Hazlo Bien con tu Dinero,24900,21170,Alienta,0.15,Libro Físico,Celia Rubio,https://www.buscalibre.cl/libro-hazlo-bien-con-tu-dinero/9788413441566/p/54051532,Español,172,9788413441566,Chile,Tapa Blanda,2022,21.30,13.50,Finanzas personales,0,0.0,Libro Nuevo,8,https://images.cdn1.buscalibre.com/fit-in/360x360/c7/fd/c7fdbf98c72a94fcdc2a9b05a6537503.jpg
La Quinta Disciplina: El Arte y la Práctica de la Organización Abierta al Aprendizaje,35690,30340,"Ediciones Granica, S.A.",0.15,Libro Físico,Peter M. Senge,https://www.buscalibre.cl/libro-la-quinta-disciplina-el-arte-y-la-practica-de-la-organizacion-abierta-al-aprendizaje/9789506414306/p/1239666,Español,480,9789506414306,Chile,Tapa Blanda,2012,22.60,15.50,Liderazgo y motivación empresarial,10,5.0,Libro Nuevo,5,https://images.cdn2.buscalibre.com/fit-in/360x360/e1/63/e163439b6c2f1dd2eadf6d48beca95c7.jpg
Estuche Saga Meses a Tu Lado,104930,62960,Montena,0.40,Libro Físico,Joana Marcús,https://www.buscalibre.cl/libro-estuche-saga-meses-a-tu-lado/9788410050907/p/56021323,Español,1776,9788410050907,Chile,Tapa Blanda,2024,22.00,14.50,Cuestiones sobre relaciones romances y amor; Ficción infantil y juvenil: general; Ficción infantil y juvenil: romántica,95,4.5,Libro Nuevo,15,https://images.cdn1.buscalibre.com/fit-in/360x360/7a/cb/7acbb716d673654e61eeecc423549a5d.jpg
El Principito / The Little Prince,9000,7650,Salamandra Infantil Y Juvenil,0.15,Libro Físico,Antoine de Saint-Exupéry,https://www.buscalibre.cl/libro-el-principito-the-little-prince/9788498381498/p/2921286,Español,96,9788498381498,Chile,Tapa Blanda,2019,18.00,11.30,Cuestiones sobre amigos y amistad; Ficción infantil y juvenil: acción y aventuras; Ficción infantil y juvenil: clásica; Ficción infantil y juvenil: general,213,5.0,Libro Nuevo,38,https://images.cdn3.buscalibre.com/fit-in/360x360/f4/bc/f4bc25288107cfebe6a9cbc1e245c00a.jpg
MACANUDO 15,25900,22020,CATALONIA,0.15,Libro Físico,LINIERS,https://www.buscalibre.cl/libro-macanudo-15/9789564151120/p/62892992,Español,184,9789564151120,Chile,Tapa Blanda,2024,23.00,0.00,Tiras de cómics,0,0.0,Libro Nuevo,45,https://images.cdn3.buscalibre.com/fit-in/360x360/d4/cd/d4cd418a26cac342afffd112581969ee.jpg
Hipocresia,16500,14030,Godot,0.15,Libro Físico,"Zizek, Slavoj",https://www.buscalibre.cl/libro-hipocresia/9789878928333/p/54508744,Español,96,9789878928333,Chile,Tapa Blanda,2018,,,Filosofía del lenguaje; Sociedad y ciencias sociales,2,5.0,Libro Nuevo,4,https://images.cdn1.buscalibre.com/fit-in/360x360/b7/5f/b75fd4efde64a41ebce291a97957c4a0.jpg
Cómo Hablar Bien en Público e Influir en la Gente de Negocios,15900,13520,Editorial Planeta Chilena S.A.,0.15,Libro Físico,Dale Carnegie,https://www.buscalibre.cl/libro-como-hablar-bien-en-publico-e-influir-en-la-gente-de-negocios/9789566195917/p/56104895,Español,380,9789566195917,Chile,Tapa Blanda,2024,15.00,23.00,Autoayuda y desarrollo personal,0,0.0,Libro Nuevo,16,https://images.cdn2.buscalibre.com/fit-in/360x360/a6/55/a65523209d8a67f88eddf4362048de2f.jpg
El Psicoanalista en la Mira,20000,17000,EDICIONES B,0.15,Libro Físico,John Katzenbach,https://www.buscalibre.cl/libro-el-psicoanalista-en-la-mira/9789566205852/p/55712767,Español,560,9789566205852,Chile,Tapa Blanda,2023,13.00,23.00,Thrillers psicológicos,7,4.5,Libro Nuevo,45,https://images.cdn3.buscalibre.com/fit-in/360x360/0f/59/0f59de1e7ec27b342d3a5863f52b1b4e.jpg
Sistema de la Historieta,18000,15300,Nautacolecciones Editores,0.15,Libro Físico,Thierry Groensteen,https://www.buscalibre.cl/libro-sistema-de-la-historieta/9789569541193/p/53782287,Español,201,9789569541193,Chile,Tapa Blanda,2021,23.00,0.00,"Bandes dessinées: cómic, historietas europeas; Cómic y novela gráfica americana y británica; Guías y reseñas sobre manga; Historia del arte; Novelas gráficas europeas; Novelas gráficas y manga; Teoría del arte; Tiras de cómics; Técnicas de escritura de guiones",0,0.0,Libro Nuevo,4,https://images.cdn1.buscalibre.com/fit-in/360x360/21/67/2167466249820203b17ecf304f55dbd4.jpg
LOS LABERINTOS DE CLÍO,12000,10200,EDICIONES UCSC,0.15,Libro Físico,UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,https://www.buscalibre.cl/libro-los-laberintos-de-clio/9789566068525/p/63164248,Español,130,9789566068525,Chile,Tapa Blanda,2023,16.00,0.00,"Ensayo, Filosofía",0,0.0,Libro Nuevo,9,https://images.cdn3.buscalibre.com/fit-in/360x360/52/df/52dfae03bdedf877562dc0cac1c251d1.jpg
Iconoclastas,12000,10200,Navaja,0.15,Libro Físico,Francisca Palma,https://www.buscalibre.cl/libro-iconoclastas/9789566128137/p/61982362,Español,70,9789566128137,Chile,Tapa Blanda,2024,21.00,0.00,"Biografía, Historia",0,0.0,Libro Nuevo,11,https://images.cdn2.buscalibre.com/fit-in/360x360/80/68/80681fe1d9cc010c61bcc1737abdefbc.jpg
El diamante de la excelencia organizacional,38750,36810,Fondo Editorial DC,0.05,Libro Físico,Alvaro Reynoso; Antonio Kovacevic,https://www.buscalibre.cl/libro-el-diamante-de-la-excelencia-organizacional/9789585282773/p/57025030,Español,310,9789585282773,Chile,Tapa Blanda,2024,24.00,0.00,Comportamiento organizativo; Dirección y administración de empresa; Innovación empresarial; Negocios internacionales,0,0.0,Libro Nuevo,5,https://images.cdn2.buscalibre.com/fit-in/360x360/50/1f/501fe3ddf88fb91d403dbc305c9d012a.jpg
"Gabriela Mistral, la Palabra Elemental",15000,0,Editorial Letrarte,0.00,Libro Físico,Editorial Letrarte,https://www.buscalibre.cl/libro-gabriela-mistral-la-palabra-elemental/9789569578076/p/55200268,Español,140,9789569578076,Chile,Tapa Blanda,2022,24.00,0.00,"Biografías, literaturas y estudios literarios",0,0.0,Libro Nuevo,14,https://images.cdn3.buscalibre.com/fit-in/360x360/f6/ab/f6ab9222894da8b50b9f065cb2366e3f.jpg
Narración Oral y Niños - una Alegría Para Siempre,15700,13350,Ediciones UC,0.15,Libro Físico,Cecilia Beuchat,https://www.buscalibre.cl/libro-narracion-oral-y-ninos-una-alegria-para-siempre/9789561408890/p/1076433,Español,200,9789561408890,Chile,Tapa Blanda,2013,,,"Infantil, Narrativa",1,5.0,Libro Nuevo,4,https://images.cdn3.buscalibre.com/fit-in/360x360/48/02/4802ff16e7c77cb9d4d14ed09027093d.jpg
Pruebas de Comprensión Lectora y Producción de Textos (Cl-Pt). Vol. 5,7200,6120,Pontificia Universidad Católica De Chile,0.15,Libro Físico,"Medina Moreno, Alejandragajardo Castellanos, Ana Maríafundación Educacional Arauco",https://www.buscalibre.cl/libro-pruebas-de-comprension-lectora-y-produccion-de-textos-cl-pt-vol-5/9789561411760/p/4083889,Español,24,9789561411760,Chile,Espiral,2013,,,Todos los niveles educativos,0,0.0,Libro Nuevo,9,https://images.cdn2.buscalibre.com/fit-in/360x360/0f/15/0f15fdaedc024f5b3a469173e54183d7.jpg
¿Deberíamos universalizar la historia? Entre derivas nacionalistas e identitarias,12900,10970,Fondo De Cultura Económica Chile S.A.,0.15,Libro Físico,Sanjay Subrahmanyam,https://www.buscalibre.cl/libro-deberiamos-universalizar-la-historia-entre-derivas-nacionalistas-e-identitarias/9789562893596/p/62424386,Español,87,9789562893596,Chile,Tapa Blanda,2024,21.00,0.00,Historia y arqueología,1,5.0,Libro Nuevo,20,https://images.cdn1.buscalibre.com/fit-in/360x360/5c/3d/5c3dd315979258eaadacbfe479d443a5.jpg
Mi hij@: Un mundo por descubrir,14990,14240,Independiente,0.05,Libro Físico,"Carolina, Santelices Leiva",https://www.buscalibre.cl/libro-mi-hij-un-mundo-por-descubrir/9789564187327/p/62897473,Español,202,9789564187327,Chile,Tapa Blanda,2024,23.00,0.00,"Infantil, Educación",0,0.0,Libro Nuevo,2,https://images.cdn1.buscalibre.com/fit-in/360x360/af/a4/afa4a391454c1ce4fec3dcf776f0b5d7.jpg
Libro Para Colorear de Bolsillo Baby - Tere Gott,14990,0,Tere Gott,0.00,Libro Físico,Tere Gott,https://www.buscalibre.cl/libro-libro-para-colorear-de-bolsillo-baby-tere-gott/7804675970056/p/54307699,Español,20,7804675970056,Chile,Tapa Dura,2021,15.00,0.00,"Actividades y coloreado para adultos; Dibujar, colorear y pintar",1,5.0,Libro Nuevo,11,https://images.cdn2.buscalibre.com/fit-in/360x360/14/0e/140e62d88516a03bd1005f46762c7f1c.jpg
Sabbagh Arquitectos (en Inglésespañol),35000,29750,Comunicaciones Y Producción Constructo Limitada,0.15,Libro Físico,"Sarovic Urzúa, Marcelo Antoniojeannette Plaut",https://www.buscalibre.cl/libro-sabbagh-arquitectos/9789568801168/p/53998396,Bilingüe,400,9789568801168,Chile,Tapa Dura,2022,18.00,26.00,"Arquitectura, Diseño",0,0.0,Libro Nuevo,3,https://images.cdn2.buscalibre.com/fit-in/360x360/73/01/73017667d052e970eba3c78fb9b423b1.jpg
Cuentos Completos Manuel Rojas,22000,18700,Alfaguara,0.15,Libro Físico,Manuel Rojas,https://www.buscalibre.cl/libro-cuentos-completos-manuel-rojas/9789563841404/p/52010412,Español,496,9789563841404,Chile,Tapa Blanda,2019,15.00,24.00,Historias cortas; Temas narrativos,12,5.0,Libro Nuevo,13,https://images.cdn1.buscalibre.com/fit-in/360x360/75/4d/754de8e060158ebab4a1de448080a5be.jpg
Mensajeros,9900,8420,Planeta Lector,0.15,Libro Físico,Francisca Solar García,https://www.buscalibre.cl/libro-mensajeros/9789566038375/p/52432526,Español,94,9789566038375,Chile,Tapa Blanda,2020,13.00,19.00,Ficción infantil y juvenil: clásica; Niños de 7 años,1,5.0,Libro Nuevo,5,https://images.cdn1.buscalibre.com/fit-in/360x360/cd/95/cd9582cf8244cbf65a5a4f8a950aa71f.jpg
Somos Polvo de Estrellas,21900,18620,Planeta,0.15,Libro Físico,"Maza Sancho, José",https://www.buscalibre.cl/libro-somos-polvo-de-estrellas/9789563609912/p/53618582,Español,132,9789563609912,Chile,Tapa Blanda,2022,15.00,0.00,"Astronomía, espacio y tiempo; Divulgación científica",7,4.5,Libro Nuevo,15,https://images.cdn1.buscalibre.com/fit-in/360x360/a2/0a/a20abeab9387902d91f0b693c23c354d.jpg
Cuenta que te cuento,16000,8000,Beascoa,0.50,Libro Físico,Ana María Güiraldes,https://www.buscalibre.cl/libro-cuenta-que-te-cuento/9789569598500/p/55586818,Español,68,9789569598500,Chile,Tapa Blanda,2023,18.00,18.00,"Ficción infantil y juvenil: cuentos, relatos cortos",0,0.0,Libro Nuevo,47,https://images.cdn1.buscalibre.com/fit-in/360x360/fd/e7/fde7e399689e42e0de604b9d6655fc72.jpg
